+--------------+--------+
|  Parameter   | Value  |
+==============+========+
| Dataset      | Cora   |
+--------------+--------+
| Epochs       | 1000   |
+--------------+--------+
| Exp name     | Cora   |
+--------------+--------+
| Gpu index    | 0      |
+--------------+--------+
| Init lr      | 0.01   |
+--------------+--------+
| K            | 2      |
+--------------+--------+
| Momentum     | 0.9    |
+--------------+--------+
| Nhid         | 64     |
+--------------+--------+
| Nl           | 50     |
+--------------+--------+
| Nlx          | -1     |
+--------------+--------+
| Nx           | -1     |
+--------------+--------+
| Operator     | gpr    |
+--------------+--------+
| Optimizer    | Adam   |
+--------------+--------+
| Patience     | 200    |
+--------------+--------+
| Runs         | 10     |
+--------------+--------+
| Share lx     | False  |
+--------------+--------+
| Weight decay | 0.0001 |
+--------------+--------+

Run: 0
Using GPU: 0
FE_GNN(
  (basis_generator): Basis_Generator(
    (mp): MP()
  )
  (lin_lxs): ModuleList(
    (0): Linear(in_features=1433, out_features=64, bias=True)
    (1): Linear(in_features=1433, out_features=64, bias=True)
    (2): Linear(in_features=1433, out_features=64, bias=True)
  )
  (lin_x): Linear(in_features=1433, out_features=64, bias=True)
  (lin_lx): Linear(in_features=1433, out_features=64, bias=True)
  (lin_l): Linear(in_features=50, out_features=64, bias=True)
  (cls): Linear(in_features=64, out_features=7, bias=True)
)
Model Parameter: 462602
Using Adam
Epoch 0: train_loss=1.9446, val_loss=1.8686, test_loss=1.8649, train_acc=0.1429, val_acc=0.5160, test_acc=0.5300
Epoch 1: train_loss=1.6623, val_loss=1.7809, test_loss=1.7730, train_acc=0.9786, val_acc=0.6460, test_acc=0.6500
Epoch 2: train_loss=1.3507, val_loss=1.6800, test_loss=1.6667, train_acc=1.0000, val_acc=0.6880, test_acc=0.7180
Epoch 3: train_loss=1.0231, val_loss=1.5655, test_loss=1.5502, train_acc=1.0000, val_acc=0.6980, test_acc=0.7110
Epoch 4: train_loss=0.7193, val_loss=1.4451, test_loss=1.4280, train_acc=1.0000, val_acc=0.7020, test_acc=0.7140
Epoch 5: train_loss=0.4703, val_loss=1.3317, test_loss=1.3156, train_acc=1.0000, val_acc=0.7060, test_acc=0.7060
Epoch 6: train_loss=0.2870, val_loss=1.2333, test_loss=1.2177, train_acc=1.0000, val_acc=0.7060, test_acc=0.7010
Epoch 7: train_loss=0.1642, val_loss=1.1616, test_loss=1.1441, train_acc=1.0000, val_acc=0.6960, test_acc=0.6910
Epoch 8: train_loss=0.0912, val_loss=1.1024, test_loss=1.0852, train_acc=1.0000, val_acc=0.6900, test_acc=0.6860
Epoch 9: train_loss=0.0494, val_loss=1.0631, test_loss=1.0427, train_acc=1.0000, val_acc=0.6900, test_acc=0.6870
Epoch 10: train_loss=0.0270, val_loss=1.0364, test_loss=1.0154, train_acc=1.0000, val_acc=0.6840, test_acc=0.6800
Epoch 11: train_loss=0.0149, val_loss=1.0208, test_loss=0.9965, train_acc=1.0000, val_acc=0.6840, test_acc=0.6780
